id,cleanup_term,source,definition,exactmatch1,historynote,note,sourcenote,parent1id,parent2id,parent3id
1474,transcurrent,FaultMovementType_2016,A large scale strike-slip fault in which the fault surface is steeply inclined.,http://resource.geosciml.org/classifier/cgi/faultmovementtype/0011,,,GGIC vocabularies working group (Australia),strike_slip,,
1475,tidal_marsh,EventEnvironment_2016,"A marsh bordering a coast (as in a shallow lagoon or sheltered bay), formed of mud and of the resistant mat of roots of salt-tolerant plants, and regularly inundated during high tides, a marshy tidal flat.",http://resource.geosciml.org/classifier/cgi/eventenvironment/0135,,,"Neuendorf et al., 2005",tidal_flat_setting,swamp_or_marsh_setting,
1476,temiskamite,"Chace, F.M. (1956)",,,,,,,,
1477,tetradymite,"Chace, F.M. (1956)",,,,,,,,
1478,thin bedded,"Chace, F.M. (1956)",,,,,,,,
1479,thin_bedded,,,,,,,,,
1480,thin-bedded,,,,,,,,,
1481,tyuyamunite,"Chace, F.M. (1956)",,,,,,,,
1482,tourmaline,"Chace, F.M. (1956)",,,,,,,,
1483,terrestial,dh2loop_EventEnvironment,,,,,,,,
1484,tennantite,"Chace, F.M. (1956)",,,,,,,,
1485,thomsonite,"Chace, F.M. (1956)",,,,,,,,
1486,tiemannite,"Chace, F.M. (1956)",,,,,,,,
1487,torbernite,"Chace, F.M. (1956)",,,,,,,,
1488,tuffaceous,,,,,,,,,
1489,turbinated,,,,,,,,,
1490, tremolite ,"Chace, F.M. (1956)",,,,,,,,
1491,telluride,"Chace, F.M. (1956)",,,,,,,,
1492,tellurium,"Chace, F.M. (1956)",,,,,,,,
1493,tantalite,"Chace, F.M. (1956)",,,,,,,,
1494,thucolite,"Chace, F.M. (1956)",,,,,,,,
1495,tube-like,EarthResourceShape_2016,"A roughly cylindrical body, which may reduce in diameter at one end like a funnel",http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/cylinder,,,BGS Mineral Occurrence Database,top,,
1496,typically,dh2loop_ProportionTerms,,,,,,,,
1497,tarnished,"Chace, F.M. (1956)",,,,,,,,
1498,tear_drop,GeologicUnitMorphology_2016,"Body bounded by hemispheroid on one side, cone on other, with circular symmetry around cone axis",,,,This vocabulary,three_dimensional_body,,
1499,tephroite,dh2loop_Minerals,,,,,,,,
1500,transform,FaultMovementType_2016,"A variety of strike-slip fault along which the displacement suddenly stops or changes form, typically associated with mid-ocean ridges.",http://resource.geosciml.org/classifier/cgi/faultmovementtype/0012,,,GGIC vocabularies working group (Australia),strike_slip,,
1501,tufaceous,,,,,,,,,
1502,turquoise,"Chace, F.M. (1956)",,,,,,,,
1503,teallite,"Chace, F.M. (1956)",,,,,,,,
1504,troilite,"Chace, F.M. (1956)",,,,,,,,
1505,tenorite,"Chace, F.M. (1956)",,,,,,,,
1506,tertiary,dh2loop_GeologicTime,,,,,,,,
1507,textured,,,,,,,,,
1508,titanire,"Chace, F.M. (1956)",,,,,,,,
1509,titanite,dh2loop_Minerals,,,,,,,,
1510,trending,,,,,,,,,
1511,triassic,dh2loop_GeologicTime,,,,,,,,
1512,tungsten,"Chace, F.M. (1956)",,,,,,,,
1513,tabular,EarthResourceShape_2016,"A body having two dimensions that are much larger or longer than the third, e.g. a dyke-hosted or bed-hosted deposit",http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/tabular_prism,0,0,"Dictionary of Mining 2nd ed, AGI 1997, adapted from",,,
1514,totally,dh2loop_ProportionTerms,,,,,,,,
1515,tubular,EarthResourceShape_2016,"A roughly cylindrical body, which may reduce in diameter at one end like a funnel",http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/cylinder,,,BGS Mineral Occurrence Database,top,,
1516,thickly,,,,,,,,,
1517,thermal,dh2loop_EventProcess,,,,,,,,
1518,typical,dh2loop_ProportionTerms,,,,,,,,
1519,texture,,,,,,,,,
1520,thorite,"Chace, F.M. (1956)",,,,,,,,
1521,turgite,"Chace, F.M. (1956)",,,,,,,,
1522,tablet,GeologicUnitMorphology_2016,"Polygonal cylinder with height less than length or width, disc with edges separating side into multiple segments.",,,,This vocabulary,polygonal_cylinder,,
1523,thinly,,,,,,,,,
1524,thrust,FaultMovementSense_2016,"Reverse fault with dip typically less than 45 degrees, horizontal compression, rather than vertical displacement is characteristic.",http://resource.geosciml.org/classifier/cgi/faultmovementsense/0012,,,GGIC vocabularies working group (Australia),reverse,,
1525,top of,dh2loop_RelativeLocation,,,,,,,,
1526,trough,GeologicUnitMorphology_2016,Shape of a body of sedimentary rock deposited in an elongate depression filled with sediment. large size distinguishes from channel,,,,This vocabulary,geologic_body,,
1527, total ,dh2loop_ProportionTerms,,,,,,,,
1528, thick ,"Chace, F.M. (1956)",,,,,,,,
1529, tight ,,,,,,,,,
1530, tinge ,,,,,,,,,
1531, topaz ,"Chace, F.M. (1956)",,,,,,,,
1532, trace ,ProportionTerms_2016,Component constitutes less than approximately 1 percent of the volume of the described entity. Presence is detectable but too small for accurate determination.,0,0,0,"this vocabulary, Neuendorf et al 2005",,,
1533, trend ,,,,,,,,,
1534, thin ,,,,,,,,,
1535, tube ,EarthResourceShape_2016,"A roughly cylindrical body, which may reduce in diameter at one end like a funnel",http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/cylinder,,,BGS Mineral Occurrence Database,top,,
1536, top ,dh2loop_RelativeLocation,,,,,,,,
1537,unconsolidated_very_loose,ConsolidationDegree_2016,"Easily indented with fingers, Relative density 0.0-0.2.",http://resource.geosciml.org/classifier/cgi/consolidationdegree/0005,,,NADM SLTTs 2004 after Bowles 1984,unconsolidated,,
1538,ultramylonite_foliation,FoliationType_2016,"Mylonitic foliation in which greater than 90 percent of rock is matrix due to tectonic grain size reduction processes. Typically rock is very-fine grained to aphanitic, with sparse porphyroclasts, and vague to prominent lamination on a mm scale.",,,,"SLTTm 2004, Sibson 1977",generic_mylonitic_foliation,,
1539,undulating_lamination,FoliationType_2016,Gently curviplanar or wavy bedding lamination structure,,,,this vocabulary,bedding_lamination_structure,,
1540,unspecified_part_role,GeologicUnitPartRole_2016,"Geologic unit part with unspecified role, use in normative descriptions when any role is allowed.",,,,This vocabulary,part_of,,
1541,unconsolidated_loose,ConsolidationDegree_2016,"Easily shoveled, can be indented with fingers, Relative density 0.2-0.4.",http://resource.geosciml.org/classifier/cgi/consolidationdegree/0013,,,NADM SLTTs 2004 after Bowles 1985,unconsolidated,,
1542,unconformity-related,EarthResourceForm_2016,A mineral deposit whose location and form are related to an unconformity between sedimentary host rocks,,,"Mineralization is concordant to the unconformity, and thus concordant to whatever is above the unconformity, but if the unconformity is an angular unconformity, the resource body will be discordant to bedding below the unconformity",this vocabulary,top,,
1543,upper_delta_plain,EventEnvironment_2016,"The part of a delta plain essentially unaffected by basinal processes. They do not differ substantially from alluvial environments except that areas of swamp, marsh and lakes are usually more widespread and channels may bifurcate downstream",http://resource.geosciml.org/classifier/cgi/eventenvironment/0142,,,"Readingh.G. & Collinson, J.D., 1996. Clastic coasts. 154-231 in Readingh.G. (ed.), Sedimentary Environments: Processses, Facies and Stratigraphy, third edition. Blackwell Science, Oxford",delta_plain,terrestrial_setting,
1544,under-development,MineStatus_2016,A mine is under development - e.g feasibilty,,,,this vocabulary,top,,
1545,undifferentiated ,,,,,,,,,
1546,undifferentiated,,,,,,,,,
1547,undifferentiates,,,,,,,,,
1548,undiferentiated,,,,,,,,,
1549,undifferntiates,,,,,,,,,
1550,differentiated,,,,,,,,,
1551,differentiates,,,,,,,,,
1552,diferentiated,,,,,,,,,
1553,unconsolidated,ConsolidationDegree_2016,Particulate constituents of a compound material do not adhere to each other strongly enough that the aggregate can be considered a solid in its own right.,http://resource.geosciml.org/classifier/cgi/consolidationdegree/0004,0,0,This vocabulary,,,
1554,uralitisation,AlterationType_2016,missing,http://resource.geosciml.org/classifier/cgi/alterationtype/0024,,,this vocabulary,alteration_not_specified,,
1555,upper_bathyal,EventEnvironment_2016,The ocean environment at water depths between 200 and 600 metres,http://resource.geosciml.org/classifier/cgi/eventenvironment/0140,,,"Berggren, W.A. & Miller, K.G., 1989. Cenozoic bathyal and abyssal calcareous benthic foraminiferal zonation. Micropalaeontology 35, 308-320",bathyal,,
1556,unclassified,,,,,,,,,
1557,upper_mantle,EventEnvironment_2016,"That part of the mantle which lies above a depth of about 660 km and has a density of 3.4 g/cm3 to 4.0 g/cm3 with increasing depth. Similarly, P-wave velocity increases from about 8 to 11 km/sec with depth and S wave velocity increases from about 4.5 to 6 km/sec with depth. It is presumed to be peridotitic in composition. It includes the subcrustal lithosphere the asthenosphere and the transition zone,",http://resource.geosciml.org/classifier/cgi/eventenvironment/0143,,,"Neuendorf et al., 2005",mantle,,
1558,unsubdivided,,,,,,,,,
1559,unfavorable,"Chace, F.M. (1956)",,,,,,,,
1560,underground,WasteStorage_2016,Mining waste storage at underground environment,,,,This vocabulary,top,,
1561,ullmannite,"Chace, F.M. (1956)",,,,,,,,
1562,undulating,"Chace, F.M. (1956)",,,,,,,,
1563,underwater,WasteStorage_2016,Mining waste deposited at sea or lake floor (e.g. sea bed mining),,,,Australia GGIC,top,,
1564,unoxidized,"Chace, F.M. (1956)",,,,,,,,
1565,uranophane,"Chace, F.M. (1956)",,,,,,,,
1566,unaltered,AlterationType_2016,Rock or sediment not altered.,http://resource.geosciml.org/classifier/cgi/alterationtype/0014,,,this vocabulary,alteration_not_specified,,
1567,unusually,dh2loop_ProportionTerms,,,,,,,,
1568,uniformly,,,,,,,,,
1569,undivided,,,,,,,,,
1570,uraninite,"Chace, F.M. (1956)",,,,,,,,
1571,uranitite,dh2loop_Minerals,,,,,,,,
1572,uvarovite,,,,,,,,,
1573,umangite,"Chace, F.M. (1956)",,,,,,,,
1574,unusual,dh2loop_ProportionTerms,,,,,,,,
1575,unctous,,,,,,,,,
1576,uniform,,,,,,,,,
1577,unknown,,,,,,,,,
1578,unnamed,,,,,,,,,
1579,upright,PlanarPolarityCode_2017,The feature has not been rotated around a horizontal or subhorizontal axis beyond 90 degrees from its original orientation.,,,,This vocabulary,,,
1580,uranium,dh2loop_Minerals,,,,,,,,
1581,undiff,,,,,,,,,
1582,vein_or_dike_lithosome,GeologicUnitPartRole_2016,"Lithosome occurs as intrusive, sheet-like bodies within the unit as an essential part of the unit.",,,,This vocabulary,lithosome,,
1583,variable_induration,ConsolidationDegree_2016,"Material is lithified, but induration varies at scale of description.",http://resource.geosciml.org/classifier/cgi/consolidationdegree/0006,,,This vocabulary,indurated,,
1584,vulcanian_eruption,EventProcess2016,"Eruption characterized by the explosive ejection of fragments of new lava, commonly incandescent when they leave the vent but either solid or too viscous to assume any appreciable degree of rounding during their flight through the air. With these there are often breadcrust bombs or blocks, and generally large proportions of ash",http://resource.geosciml.org/classifier/cgi/eventprocess/0078,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",pyroclastic_eruption,,
1585,vegetation_anomaly,EarthResourceExpression_2016,"The Earth resource, concealed or exposed, has an anomalous botanical signature (eg, particular plant growth or absence of plants).",,,,Australia/New Zealand Government Geoscience Information Committee (GGIC),top,,
1586,varve_lamination,FoliationType_2016,"Bedding defined by distinct, parallel laminae (layers less than 1 cm thick), typically occurring in sequences of distinct couplets (e.g. dark and light color). Generally interpreted as deposited from suspension in still water, with each lamina thought to be an annual sedimentation unit. Typically consists of mud-size sediment.",,,,"SLTTs 2004, Jackson 1997",bedding_lamination_structure,,
1587,variccoloured,dh2loop_Color,,,,,,,,
1588,varicoloured,dh2loop_Color,,,,,,,,
1589,very_angular,ParticleShape_2016,A clastic sedimentary particle with a roundness value between 0.12 and 0.17 (midpoint at 0.14).,,,,"Powers, M. C., 1953 A new roundness scale for sedimentary particles. Journal of Sedimentary Petrology, v. 23, p. 117-119",top,,
1590,very-angular,dh2loop_ParticleShape,,,,,,,,
1591,varicolored,dh2loop_Color,,,,,,,,
1592,very_bladed,ParticleAspectRatio_2016,"S/L is less than 0.3 and (L-I)/(L-S) is between 0.33 and 0.66 Sneed&Folk, (1958).",,,,"Sneed and Folk, 1958, Pettijohn et al., 1972, NADM SLTTs, 2004",bladed,,
1593,vermiculite,"Chace, F.M. (1956)",,,,,,,,
1594,vein quartz,"Chace, F.M. (1956)",,,,,,,,
1595,vesuvianite,dh2loop_Minerals,,,,,,,,
1596,vanadinite,"Chace, F.M. (1956)",,,,,,,,
1597,ventrifact,ParticleType_2016,"A granular particle that has been shaped, worn, faceted, cut or polished by the action of windblown sand.",,,,"Neuendorf et al., 2005",granular_particle,,
1598,violarite,"Chace, F.M. (1956)",,,,,,,,
1599,virtually,,,,,,,,,
1600,voltzite,"Chace, F.M. (1956)",,,,,,,,
1601,variable,ProportionTerms_2016,Component varies in proportion throughout the described entity.,0,0,0,this vocabulary,,,
1602,variably,,,,,,,,,
1603,vertical,PlanarPolarityCode_2017,The planar orientation of a feature is approximately vertical.,0,0,0,This vocabulary,,,
1604,vitreous,,,,,,,,,
1605,variole,ParticleType_2016,"Spherulitic cluster of crystals in mafic rock, usually consists of divergent plagioclase fibers, with or without interstitial glass, or intergrown with granules of pyroxene, olivine or iron ore. (equivalent to Spherule, but in mafic rock)",,,,"Williams, Turner, Gilbert 1954",spherule,,
1606,vesicle,ParticleType_2016,Cavity in volcanic rock formed by trapped gas. Use amygdule if filled with secondary mineral.,0,0,0,Neuendorf et al 2005,,,
1607,virtual,,,,,,,,,
1608,various,,,,,,,,,
1609,violet,"Chace, F.M. (1956)",,,,,,,,
1610,veined,"Chace, F.M. (1956)",,,,,,,,
1611, vuggy ,dh2loop_ParticleType,,,,,,,,
1612, vug ,ParticleType_2016,"Irregular cavity in rock, generic term with no connotation of origin of cavity. May be lined with crystals of different mineral compostion to the host rock",,,,Neuendorf et al 2005,cavity,,
1613,v.,,,,,,,,,
1614,well_consolidated,ConsolidationDegree_2016,"Requires pick to loosen for shoveling, relative density 0.7-0.9.",http://resource.geosciml.org/classifier/cgi/consolidationdegree/0012,,,NADM SLTTs 2004 after Bowles 1986,consolidated,,
