Comments_Field,Comment_Attr_val,Comment_cleaned_text,Comment_Fuzzy_wuzzy,Comment_Score,
Comment_2,mixed qtz sand + lithic pebbles hardpanized,mixed qtz sand + lithic pebbles hardpanized,gravel,100,
Comment_2,"mixed qtz sand pisoliths calcrete + clay","mixed qtz sand pisoliths  calcrete + clay",mud,100,
Comment_2,"mixed qtz sand pisoliths cal+maghemite concret","mixed qtz sand pisoliths  cal+maghemite concret",sand,100,
Comment_2,"mixed qtz sand pisoliths+pebbly Mafic lithics","mixed qtz sand  pisoliths+pebbly mafic lithics",sand,100,
Comment_2,mixed sand+abundant mafic lithic pebbles+cobbles,mixed sand+abundant mafic lithic pebbles+cobbles,gravel,100,
Comment_2,"mixed sand lithic pebbles + pisoliths","mixed sand  lithic pebbles + pisoliths",gravel,100,
Comment_2,"mixed sand pebbles + pisolites","mixed sand  pebbles + pisolites",gravel,100,
Comment_2,mixed sand pisolites + clay,mixed sand pisolites + clay,mud,101,
Comment_2,mixed sand pisolites + lithic pebbles,mixed sand pisolites + lithic pebbles,gravel,101,
Comment_2,mixed sand pisolites lithic pebbles,mixed sand pisolites lithic pebbles,gravel,101,
Comment_2,mixed sand pisolites + pebbles,mixed sand pisolites + pebbles,gravel,101,
Comment_2,mixed sand pisoliths + lithic pebbles,mixed sand pisoliths + lithic pebbles,gravel,101,
Comment_2,mixed sand pisoliths minor lithic pebbles,mixed sand pisoliths minor lithic pebbles,gravel,101,
Comment_2,"mixed transported lithics + sand minor calcrete","mixed transported lithics + sand  minor calcrete",sand,100,
Comment_2,mixed transported material,mixed transported material,colluvium,100,
Comment_2,mixed transported material minor calcrete,mixed transported material minor calcrete,calcrete,101,
Comment_2,mixed transported material Sil/Scl,mixed transported material sil scl,colluvium,100,
Comment_2,mixed white clays+silcrete/calcrete qtz+pisoliths,mixed white clays+silcrete calcrete qtz+pisoliths,mud,100,
Comment_2,"mix qtz sand pisoliths calc+maghemite concret","mix qtz sand  pisoliths  calc+maghemite concret",sand,100,
Comment_2,MIXTURE OF MAFIC FRAGS & SILCRETE- POSSIBLY GRAVEL LAG,mixture of mafic frags   silcrete  possibly gravel lag,lag,101,
Comment_2,mixture of mafic lithics qtz sand and clay,mixture of mafic lithics qtz sand and clay,mud,101,
Comment_2,mixture of qtz sand-lithic gragments hardpanized,mixture of qtz sand lithic gragments hardpanized,sand,100,
Comment_2,"mixture of qtz sandpisolith+mag+cal concretions","mixture of qtz sand pisolith+mag+cal concretions",sand,100,
Comment_2,mixture of silcrete & smectitic clays,mixture of silcrete   smectitic clays,mud,101,
Comment_2,MMV+QZ/CB STRINGERS + W CHERTY ALTN+MINOR FU ALTN. EOH.,mmv+qz cb stringers + w cherty altn+minor fu altn  eoh ,unclassified_rock,101,
Comment_2,MMV-+SI/CB TRINGERS + ALTN.,mmv +si cb tringers + altn ,Other,47,
Comment_2,"MNR IR/MS?INCREASING WITH DEPTH","mnr ir ms increasing with depth",Other,50,
Comment_2,mod cl-ta altered umf slightly siliceous,mod cl ta altered umf slightly siliceous,Other,39,
Comment_2,mod dissem sulphides siliceous umf,mod dissem sulphides siliceous umf,Other,44,
Comment_2,moderately altered equigranular gabbro,moderately altered equigranular gabbro,gabbro,101,
Comment_2,MODERATELY CHEWY CLAYS,moderately chewy clays,mud,101,
Comment_2,moderately foliated,moderately foliated,Other,57,
Comment_2,moderately foliated ex-mafic sap,moderately foliated ex mafic sap,mafic,100,
Comment_2,moderately foliated mafic schist,moderately foliated mafic schist,schist,101,
Comment_2,moderately foliated mafic schist sap,moderately foliated mafic schist sap,schist,100,
Comment_2,moderately foliated weathered granitic schist,moderately foliated weathered granitic schist,schist,101,
Comment_2,moderately sheared basalt,moderately sheared basalt,basalt,101,
Comment_2,moderately sheared mafic,moderately sheared mafic,mafic,101,
Comment_2,moderately sheared siltstone,moderately sheared siltstone,mudstone,101,
Comment_2,MODERATELY SHEARED TALC & CHLORITE RICH GABBRO,moderately sheared talc   chlorite rich gabbro,gabbro,101,
Comment_2,MODERATELY SHEARED TALCOSE CGN GABBRO,moderately sheared talcose cgn gabbro,gabbro,101,
Comment_2,moderately silicified mafic basalt,moderately silicified mafic basalt,basalt,101,
Comment_2,moderately talc-altered mafic schist,moderately talc altered mafic schist,schist,101,
Comment_2,moderately weathered chloritic mafic schist with some ironstone & chert bands,moderately weathered chloritic mafic schist with some ironstone   chert bands,schist,100,
Comment_2,moderately weathered massive medium grained mafic,moderately weathered massive medium grained mafic,mafic,101,
Comment_2,moderately weathered slightly sheared mafic with some qtz fragments,moderately weathered slightly sheared mafic with some qtz fragments,mafic,100,
Comment_2,moderate mineralisation,moderate mineralisation,mineralisation,101,
Comment_2,moderate si-serc alteration,moderate si serc alteration,Other,51,
Comment_2,mod silica-cl alteration,mod silica cl alteration,Other,51,
Comment_2,mofic volcanic with angular siliceous glass filled vesilces?,mofic volcanic with angular siliceous glass filled vesilces,glass,100,
Comment_2,montmorillinite rich clay sap,montmorillinite rich clay sap,mud,100,
Comment_2,montmorillinite type clayey sap,montmorillinite type clayey sap,Other,63,
Comment_2,more insitu looking pisolitic laterite gravel,more insitu looking pisolitic laterite gravel,gravel,101,
Comment_2,more irstone + ferrug sap clays,more irstone + ferrug sap clays,mud,101,
Comment_2,mottle clays mixed pisolites + pebbles,mottle clays mixed pisolites + pebbles,gravel,101,
Comment_2,mottle clays silt-sand minor pisolites,mottle clays silt sand minor pisolites,mud,100,
Comment_2,mottled clay,mottled clay,mud,101,
Comment_2,mottled clay + ferrug chips,mottled clay + ferrug chips,mud,100,
Comment_2,mottled clay poss partly transported,mottled clay poss partly transported,colluvium,101,
Comment_2,mottled clays,mottled clays,mud,101,
Comment_2,mottled clay sap,mottled clay sap,mud,100,
Comment_2,mottled clay sap zone,mottled clay sap zone,mud,100,
Comment_2,mottled clays calcrete,mottled clays calcrete,calcrete,101,
Comment_2,"mottled clays contaminated? N?","mottled clays  contaminated n",mud,100,
Comment_2,mottled clays ferruginous?contamination?,mottled clays ferruginouscontamination,mud,100,
Comment_2,mottled clays minor calcrete,mottled clays minor calcrete,calcrete,101,
Comment_2,"mottled clays pebbles sand W?","mottled clays  pebbles  sand  w",mud,100,
Comment_2,"mottled clays sand pisolites W?","mottled clays  sand  pisolites w",mud,100,
Comment_2,"mottled clays silt-sand","mottled clays  silt sand",mud,100,
Comment_2,mottled clays silt-sand,mottled clays silt sand,sand,101,
Comment_2,mottled clays silt-sand W?,mottled clays silt sand w,mud,100,
Comment_2,mottled clays with silcrete frags,mottled clays with silcrete frags,mud,100,
Comment_2,mottled clay with ironstone,mottled clay with ironstone,ironstone,101,
Comment_2,mottled clay with transported pisolites,mottled clay with transported pisolites,mud,100,
Comment_2,mottled clay zone,mottled clay zone,mud,100,
Comment_2,mottled clay zone poss insitu,mottled clay zone poss insitu,mud,100,
Comment_2,mottled clay zone with pisolitic ironstone,mottled clay zone with pisolitic ironstone,ironstone,101,
Comment_2,mottled ferrug clay,mottled ferrug clay,mud,101,
Comment_2,mottled ferrug indurated clay,mottled ferrug indurated clay,mud,101,
Comment_2,mottled ferruginous saprolite,mottled ferruginous saprolite,saprolite,101,
Comment_2,mottled indurated clays,mottled indurated clays,mud,101,
Comment_2,mottled light brown sandy clays `aa`,mottled light brown sandy clays `aa`,mud,100,
Comment_2,mottled sap,mottled sap,Other,61,
Comment_2,mottled sap clays,mottled sap clays,mud,101,
Comment_2,"mottled saprolite clays contaminated","mottled saprolite clays  contaminated",mud,100,
Comment_2,mottled saprolitic clays,mottled saprolitic clays,mud,101,
Comment_2,mottled smectite clays+minor calcrete pods,mottled smectite clays+minor calcrete pods,mud,100,
Comment_2,msh + garnet porphyroblast in mafic,msh + garnet porphyroblast in mafic,mafic,101,
Comment_2,mustard brown basaltic sap,mustard brown basaltic sap,Other,51,
Comment_2,mustard clay sap,mustard clay sap,mud,100,
Comment_2,#NAME?,#name,Other,75,
Comment_2,Nc - fg-mg mafic,nc   fg mg mafic,mafic,101,
Comment_2,Nc - saprolite clay,nc   saprolite clay,mud,101,
Comment_2,N-fg mafic weak foliation,n fg mafic weak foliation,mafic,100,
Comment_2,n-hard massive calcrete,n hard massive calcrete,calcrete,101,
Comment_2,N into saprolitic clays,n into saprolitic clays,mud,101,
Comment_2,nod lat,nod lat,Other,55,
Comment_2,nodular duricrust-saprolite,nodular duricrust saprolite,saprolite,101,
Comment_2,nodular ferruginous saprolite,nodular ferruginous saprolite,saprolite,101,
Comment_2,NODULAR GOETHITE COATED PISO GRAVELS,nodular goethite coated piso gravels,nodules,100,
Comment_2,NODULAR GOETHITE COATED PISO GRAVELS.,nodular goethite coated piso gravels ,nodules,100,
Comment_2,nodular iron duricrust,nodular iron duricrust,duricrust,101,
Comment_2,nodular ironstone + gritty clays,nodular ironstone + gritty clays,mud,101,
Comment_2,NODULAR IRONSTONE RICH GRAVEL,nodular ironstone rich gravel,gravel,101,
Comment_2,nodular laterite,nodular laterite,laterite,101,
Comment_2,nodular laterite + sap clays {ex-mafic?},nodular laterite + sap clays {ex mafic},mud,100,
Comment_2,nodular lateritic duricrust,nodular lateritic duricrust,duricrust,101,
Comment_2,nodular & pisolitic laterite,nodular   pisolitic laterite,laterite,101,
Comment_2,nodular to pisolitic ironstone,nodular to pisolitic ironstone,ironstone,101,
Comment_2,nodular to pisolitic laterite,nodular to pisolitic laterite,laterite,101,
Comment_2,NO LAG,no lag,lag,101,
Comment_2,non residual clays,non residual clays,mud,101,
Comment_2,N-saprolite,n saprolite,saprolite,101,
Comment_2,N - saprolite/saprock,n   saprolite saprock,saprock,101,
Comment_2,N-scl - fg massive Mv,n scl   fg massive mv,Other,51,
Comment_2,N-scl - saprolite clays,n scl   saprolite clays,mud,101,
Comment_2,O/BR CLAYS,o br clays,mud,101,
Comment_2,OCCASIONAL IRONSTONE FRAGS,occasional ironstone frags,ironstone,100,
Comment_2,OCCASIONAL VEIN QTZ FRAGS,occasional vein qtz frags,vein,100,
Comment_2,outcropping dolerite,outcropping dolerite,dolerite,101,
Comment_2,outcropping hill of weakly doleritic basalt,outcropping hill of weakly doleritic basalt,basalt,101,
Comment_2,outcropping mafic rock + soil cover,outcropping mafic rock + soil cover,cover,101,
Comment_2,OUTCROPPING TO SUBCROPPING MGN,outcropping to subcropping mgn,Other,39,
Comment_2,oxidised,oxidised,Other,67,
Comment_2,oxidised basalt,oxidised basalt,basalt,101,
Comment_2,oxidised clay sap ex-mafic?,oxidised clay sap ex mafic,mafic,101,
Comment_2,"oxidised fg clayey","oxidised fg  clayey",Other,48,
Comment_2,"oxidisedfoliatedfg","oxidised foliated fg",Other,48,
Comment_2,oxidised granophyric gabbro + surface soil,oxidised granophyric gabbro + surface soil,soil,101,
Comment_2,oxidised mafic,oxidised mafic,mafic,101,
Comment_2,oxidised mafic sap,oxidised mafic sap,mafic,100,
Comment_2,oxidised mafic schist,oxidised mafic schist,schist,101,
Comment_2,oxidised sauss altered gabbro saprok,oxidised sauss altered gabbro saprok,gabbro,100,
Comment_2,oxidised weakly granophyric gabbro,oxidised weakly granophyric gabbro,gabbro,101,
Comment_2,OXIDIZED DOLERITE,oxidized dolerite,dolerite,101,
Comment_2,OXIDIZED TALC RICH SAPROCK,oxidized talc rich saprock,saprock,101,
Comment_2,PALE BR/GY/W RCY.,pale br gy w rcy ,Other,38,
Comment_2,PALE BR/PU CLAY.,pale br pu clay ,mud,101,
Comment_2,PALE BR RCY + RSP - POSSIBLY SSH? TOO WEATHERED TO BE SURE.,pale br rcy + rsp   possibly ssh too weathered to be sure ,Other,30,
Comment_2,PALE BR/WH CLAY,pale br wh clay,mud,101,
Comment_2,PALE BR/W RCY.,pale br w rcy ,Other,44,
Comment_2,PALE CHERTY SCT/ALTN + Y CLAY + INDURATED MATERIAL.,pale cherty sct altn + y clay + indurated material ,mud,100,
Comment_2,PALE G FGN RSP + BL CHERTY SCT? +QZ VEINING.,pale g fgn rsp + bl cherty sct +qz veining ,Other,38,
Comment_2,PALE GY/BR R CY,pale gy br r cy,Other,41,
Comment_2,PALE GY/BR RCY + 5-10% BEDDED SCI + RSP.,pale gy br rcy + 5 10  bedded sci + rsp ,Other,35,
Comment_2,PALE GY/W CLAY.,pale gy w clay ,mud,101,
Comment_2,PALE TALCOSE CLAY.,pale talcose clay ,mud,101,
Comment_2,PALE TALCOSE CLAY+RSP.,pale talcose clay+rsp ,mud,100,
Comment_2,PALE TALCOSE CLAY+UTC.,pale talcose clay+utc ,mud,100,
Comment_2,PALE W/BR RCY,pale w br rcy,Other,44,
Comment_2,pallid clays,pallid clays,mud,101,
Comment_2,pallid clays to possibly metasediments,pallid clays to possibly sediments,mud,100,
Comment_2,pallid clays with silcrete,pallid clays with silcrete,silcrete,101,
Comment_2,pallid clays with some calcrete frags,pallid clays with some calcrete frags,mud,100,
Comment_2,pallid clay zone,pallid clay zone,mud,100,
Comment_2,paritially weathered umf,paritially weathered umf,Other,51,
Comment_2,PARTIALLY OXIDISED CHLORITE-TALC SCHIST,partially oxidised chlorite talc schist,schist,101,
Comment_2,PARTIALLY OXIDISED TALC-CLORITE SCHIST WITH V. ABDT IRONSTONE  SOME VN QZ,partially oxidised talc clorite schist with v  abdt ironstone some vn qz,schist,100,
Comment_2,PARTIALLY OXIDISED TALCOSE MGN MAFIC,partially oxidised talcose mgn mafic,mafic,101,
Comment_2,partially oxidized basalt,partially oxidized basalt,basalt,101,
Comment_2,PARTIALLY OXIDIZED CHLORITE-EPIDOTE RICH MAFIC,partially oxidized chlorite epidote rich mafic,mafic,101,
Comment_2,PARTIALLY OXIDIZED CHLORITE-TALC SCHIST,partially oxidized chlorite talc schist,schist,101,
Comment_2,partially oxidized dolerite dyke,partially oxidized dolerite dyke,dolerite,100,
Comment_2,PARTIALLY OXIDIZED DOLERITE SILL,partially oxidized dolerite sill,dolerite,100,
Comment_2,partially oxidized dolerite with silcrete,partially oxidized dolerite with silcrete,silcrete,101,
Comment_2,PARTIALLY OXIDIZED FGN,partially oxidized fgn,Other,47,
Comment_2,PARTIALLY OXIDIZED GABBRO,partially oxidized gabbro,gabbro,101,
Comment_2,PARTIALLY OXIDIZED MAFIC,partially oxidized mafic,mafic,101,
Comment_2,partially oxidized medium grained gabbro,partially oxidized medium grained gabbro,gabbro,101,
Comment_2,partially oxidized  metasediments,partially oxidized sediments,Other,54,
Comment_2,PARTIALLY OXIDIZED MGN MAFIC,partially oxidized mgn mafic,mafic,101,
Comment_2,PARTIALLY OXIDIZED TALC & CHLORITE RICH GABBRO WITH FE STAINED FRACTURES,partially oxidized talc   chlorite rich gabbro with fe stained fractures,gabbro,100,
Comment_2,PARTIALLY OXIDIZED TALC- CHLORITE RICH MGN MAFIC,partially oxidized talc  chlorite rich mgn mafic,mafic,101,
Comment_2,PARTIALLY OXIDIZED TALC-CHLORITE SCHIST,partially oxidized talc chlorite schist,schist,101,
Comment_2,PARTIALLY OXIDIZED TALC-CHLORITE SCHIST WITH BANDED CHERT & VN QZ,partially oxidized talc chlorite schist with banded chert   vn qz,schist,100,
Comment_2,PARTIALLY OXIDIZED TALCOSE MAFIC,partially oxidized talcose mafic,mafic,101,
Comment_2,PARTIALLY OXIDIZED TALCOSE SCHIST,partially oxidized talcose schist,schist,101,
Comment_2,PARTIALLY OXIDIZED TALCOSE SCHIST WITH SOME VN QZ & BANDED CHERT FRAGS,partially oxidized talcose schist with some vn qz   banded chert frags,schist,100,
Comment_2,PARTIALLY TO TOTALLY OXIDISED TALC-CHLORITE SCHIST,partially to totally oxidised talc chlorite schist,schist,101,
Comment_2,partially to totally oxidized basalt,partially to totally oxidized basalt,basalt,101,
Comment_2,PARTIALLY TO TOTALLY OXIDIZED DOLERITE,partially to totally oxidized dolerite,dolerite,101,
Comment_2,PARTIALLY TO TOTALLY WEATHERED DOLERITE,partially to totally weathered dolerite,dolerite,101,
Comment_2,PARTIALLY TO TOTALLY WEATHERED DOLERITE DYKE/SILL,partially to totally weathered dolerite dyke sill,dolerite,100,
Comment_2,partially weathered,partially weathered,Other,55,
Comment_2,PARTIALLY WEATHERED CARBONATED MAFIC,partially weathered carbonated mafic,mafic,101,
Comment_2,PARTIALLY WEATHERED CARBONATED MGN MAFIC,partially weathered carbonated mgn mafic,mafic,101,
Comment_2,partially weathered dolerite,partially weathered dolerite,dolerite,101,
Comment_2,PARTIALLY WEATHERED FGN- MGN MAFIC,partially weathered fgn  mgn mafic,mafic,101,
Comment_2,partially weathered gabbro,partially weathered gabbro,gabbro,101,
Comment_2,PARTIALLY WEATHERED GABBRO,partially weathered gabbro,gabbro,101,
Comment_2,partially weathered high mg basalt,partially weathered high mg basalt,basalt,101,
Comment_2,partially weathered mafic?,partially weathered mafic,mafic,101,
Comment_2,PARTIALLY WEATHERED MAFIC,partially weathered mafic,mafic,101,
Comment_2,PARTIALLY WEATHERED MGN,partially weathered mgn,Other,49,
Comment_2,PARTIALLY WEATHERED MGN MAFIC,partially weathered mgn mafic,mafic,101,
